Drawing the Head and Hands by Andrew Loomis;http://www.pdfdrive.com/drawing-the-head-and-hands-by-andrew-loomis-e10182633.html;141 Pages;https://cdn.pdfdrive.com/assets/thumbs/efb/efb1e479d41d511bdafbf9899f1bfdb4-s.jpg;English;['Painting & Drawing']
The Art of Photography;http://www.pdfdrive.com/the-art-of-photography-e21340720.html;232 Pages;https://cdn.pdfdrive.com/assets/thumbs/d4c/d4c74ecf688e1dafa5ffcf150c8f94a8-s.jpg;English;['Art']
The Language of Fashion;http://www.pdfdrive.com/the-language-of-fashion-e18719472.html;191 Pages;https://cdn.pdfdrive.com/assets/thumbs/d7c/d7c2b6169c56fc01d1a216cb66fd7d99-s.jpg;English;['Fashion & Beauty']
urban design: method and techniques;http://www.pdfdrive.com/urban-design-method-and-techniques-e7838408.html;207 Pages;https://cdn.pdfdrive.com/assets/thumbs/41a/41a319a44f9f3059e5b4a04a92804f3e-s.jpg;English;['Architecture']
Your Guide to NATURAL BEAUTY;http://www.pdfdrive.com/your-guide-to-natural-beauty-e552155.html;48 Pages;https://cdn.pdfdrive.com/assets/thumbs/be4/be4781a3a7ae873303be9cae407b4d31-s.jpg;English;['Fashion & Beauty']
Music in Theory and Practice 8th Edition;http://www.pdfdrive.com/music-in-theory-and-practice-8th-edition-e20911050.html;434 Pages;https://cdn.pdfdrive.com/assets/thumbs/499/499a38bcb357294914f8ce749997f79b-s.jpg;English;['Art']
Painting Techniques;http://www.pdfdrive.com/painting-techniques-e21124689.html;24 Pages;https://cdn.pdfdrive.com/assets/thumbs/b93/b93f58c03c6686a059d5462cc6c7e4d7-s.jpg;English;['Craft & Hobbies', 'Automotive']
Encyclopedia of Twentieth Century Photography;http://www.pdfdrive.com/encyclopedia-of-twentieth-century-photography-e18856269.html;1,849 Pages;https://cdn.pdfdrive.com/assets/thumbs/5b5/5b58204606aeb00cde423b436aad7e4d-s.jpg;English;['Photography']
Neuroanatomy Draw It To Know It;http://www.pdfdrive.com/neuroanatomy-draw-it-to-know-it-e33442578.html;477 Pages;https://cdn.pdfdrive.com/assets/thumbs/1bd/1bd8932cfe1f0bd71ed70f49a840b96a-s.jpg;English;['Painting & Drawing']
A Dictionary of Architecture and Landscape Architecture;http://www.pdfdrive.com/a-dictionary-of-architecture-and-landscape-architecture-e18875805.html;284 Pages;https://cdn.pdfdrive.com/assets/thumbs/843/843efae09033298d9dacc03ee5e2522e-s.jpg;English;['Most Popular', 'Architecture']
Cartooning for the Beginner;http://www.pdfdrive.com/cartooning-for-the-beginner-e13301414.html;130 Pages;https://cdn.pdfdrive.com/assets/thumbs/859/85937ebbbd5b6157656a68861a2dae16-s.jpg;English;['Painting & Drawing']
Architect’s Pocket Book;http://www.pdfdrive.com/architects-pocket-book-e8948583.html;356 Pages;https://cdn.pdfdrive.com/assets/thumbs/fe1/fe12a87b0793e81cc1acae4e2e8d65a6-s.jpg;English;['Architecture']
STRUCTURAL DESIGN FOR ARCHITECTURE;http://www.pdfdrive.com/structural-design-for-architecture-e18469017.html;274 Pages;https://cdn.pdfdrive.com/assets/thumbs/00a/00a8d907aaf1d030357812f4aa82d33e-s.jpg;English;['Architecture']
The New Typography;http://www.pdfdrive.com/the-new-typography-e33462790.html;280 Pages;https://cdn.pdfdrive.com/assets/thumbs/f8f/f8f17c10730e0779421156cf16f8c1a6-s.jpg;English;['Graphic Design']
Architectural Design;http://www.pdfdrive.com/architectural-design-e24757072.html;186 Pages;https://cdn.pdfdrive.com/assets/thumbs/8e6/8e6bab0df15c9da987447186491c7f11-s.jpg;English;['Architecture']
Building Acoustics;http://www.pdfdrive.com/building-acoustics-e33493000.html;384 Pages;https://cdn.pdfdrive.com/assets/thumbs/409/40964d9a595154df2e75955fa4585523-s.jpg;English;['Architecture', 'Music']
European Landscape Architecture: Best Practice in Detailing;http://www.pdfdrive.com/european-landscape-architecture-best-practice-in-detailing-e18836838.html;289 Pages;https://cdn.pdfdrive.com/assets/thumbs/6eb/6eb765f682eed47931b5f3cb2eac0a7a-s.jpg;English;['Architecture']
Animation Writing and Development;http://www.pdfdrive.com/animation-writing-and-development-e20026721.html;355 Pages;https://cdn.pdfdrive.com/assets/thumbs/caa/caa62c463ada246ebaf98ceddb4cb24c-s.jpg;English;['Graphic Design']
Homegrown Wood, Handmade Furniture, New Scandinavian Design;http://www.pdfdrive.com/homegrown-wood-handmade-furniture-new-scandinavian-design-e14577773.html;70 Pages;https://cdn.pdfdrive.com/assets/thumbs/a48/a4830b0f024c7d6a0b984797bd7397ab-s.jpg;English;['Craft & Hobbies']
Figure Drawing Fundamentals;http://www.pdfdrive.com/figure-drawing-fundamentals-e65565.html;30 Pages;https://cdn.pdfdrive.com/assets/thumbs/fd9/fd946e8acdaf78bf0538a5455e2e92c1-s.jpg;English;['Painting & Drawing']
Acrylic Painting For Dummies;http://www.pdfdrive.com/acrylic-painting-for-dummies-e18969107.html;323 Pages;https://cdn.pdfdrive.com/assets/thumbs/cdb/cdbc66e36bb03e8b9363e7f9bcce7bd5-s.jpg;English;['Art']
Street Photography Magazine;http://www.pdfdrive.com/street-photography-magazine-e34749974.html;140 Pages;https://cdn.pdfdrive.com/assets/thumbs/cee/cee623fc096ae4b43bfa57d04d959565-s.jpg;English;['Photography']
21 Easy Sewing Projects: DIY Designs and Sewing Craft Ideas;http://www.pdfdrive.com/21-easy-sewing-projects-diy-designs-and-sewing-craft-ideas-e17852674.html;99 Pages;https://cdn.pdfdrive.com/assets/thumbs/3cf/3cfecae205e6dfe7013904a649963331-s.jpg;English;['Craft & Hobbies']
Dictionary of Islamic Architecture;http://www.pdfdrive.com/dictionary-of-islamic-architecture-e17475070.html;350 Pages;https://cdn.pdfdrive.com/assets/thumbs/ac8/ac88d842358a983652812decb4a40c6a-s.jpg;English;['Architecture']
Gibson's Learn & Master Guitar Lessons;http://www.pdfdrive.com/gibsons-learn-master-guitar-lessons-e17353377.html;189 Pages;https://cdn.pdfdrive.com/assets/thumbs/971/971c4780acc9d5a0b02648b987e09e4f-s.jpg;English;['Most Popular', 'Music']
The Nikon Guide to Landscape Photography;http://www.pdfdrive.com/the-nikon-guide-to-landscape-photography-e33416822.html;162 Pages;https://cdn.pdfdrive.com/assets/thumbs/c51/c517904c4f245875fb1c79f3458d97a9-s.jpg;English;"[""Editor's Picks"", 'Photography']"
THINKING THROUGH DRAWING: PRACTICE INTO KNOWLEDGE;http://www.pdfdrive.com/thinking-through-drawing-practice-into-knowledge-e7358024.html;172 Pages;https://cdn.pdfdrive.com/assets/thumbs/827/827beff6397c217606cecb6b8ce0526f-s.jpg;English;['Painting & Drawing']
Perspective Drawing;http://www.pdfdrive.com/perspective-drawing-e33425454.html;348 Pages;https://cdn.pdfdrive.com/assets/thumbs/e49/e49b13456574a782859c5c59e594692c-s.jpg;English;['Painting & Drawing']
Fine Paintings & Sculpture;http://www.pdfdrive.com/fine-paintings-sculpture-e27420800.html;260 Pages;https://cdn.pdfdrive.com/assets/thumbs/417/41709433117eb8cd053d7ca1cfd32179-s.jpg;English;['Painting & Drawing', 'Craft & Hobbies']
Daylighting: Natural Light in Architecture;http://www.pdfdrive.com/daylighting-natural-light-in-architecture-e2294800.html;227 Pages;https://cdn.pdfdrive.com/assets/thumbs/f23/f23539b7c2133f0dc9047c946ce1035c-s.jpg;English;['Most Popular', 'Architecture']
Building Materials, Third Edition;http://www.pdfdrive.com/building-materials-third-edition-e33461314.html;544 Pages;https://cdn.pdfdrive.com/assets/thumbs/597/5971502b41ae36e30e4ff766bbfd403f-s.jpg;English;['Architecture']
Architectural Design Elements;http://www.pdfdrive.com/architectural-design-elements-e137997.html;101 Pages;https://cdn.pdfdrive.com/assets/thumbs/831/8311a9839d8743d14febea459845fca6-s.jpg;English;['Architecture']
Guide to Head and Shoulders Portrait Photography;http://www.pdfdrive.com/guide-to-head-and-shoulders-portrait-photography-e14826955.html;128 Pages;https://cdn.pdfdrive.com/assets/thumbs/099/099c2f49f2a1886ab12d24327121760d-s.jpg;English;['Art']
Close-Up and Macro Photography;http://www.pdfdrive.com/close-up-and-macro-photography-e27530242.html;317 Pages;https://cdn.pdfdrive.com/assets/thumbs/c7f/c7ffbadc232b1faaf14942e784d77e32-s.jpg;English;['Photography']
Introduction The Fashion Business: Theory, Practice, Image;http://www.pdfdrive.com/introduction-the-fashion-business-theory-practice-image-e30729459.html;224 Pages;https://cdn.pdfdrive.com/assets/thumbs/3cb/3cbc8fe95c44ca8c05a50a39369d944c-s.jpg;English;['Fashion & Beauty']
MATHEMATICS AND ORIGAMI;http://www.pdfdrive.com/mathematics-and-origami-e14835573.html;273 Pages;https://cdn.pdfdrive.com/assets/thumbs/c84/c84a128bedd2bbb0a327b06c4ced566b-s.jpg;English;['Math', 'Craft & Hobbies']
Guitar Techniques Magazine;http://www.pdfdrive.com/guitar-techniques-magazine-e28543818.html;100 Pages;https://cdn.pdfdrive.com/assets/thumbs/adb/adbbe7ef791b09800db1e874c5fe64f4-s.jpg;English;['Music']
A confluence of art and music - Carnatic Music;http://www.pdfdrive.com/a-confluence-of-art-and-music-carnatic-music-e10854301.html;36 Pages;https://cdn.pdfdrive.com/assets/thumbs/980/98029feaeaeffd6af6582884857c9c70-s.jpg;English;['Music']
Music Listening, Music Therapy, Phenomenology and Neuroscience;http://www.pdfdrive.com/music-listening-music-therapy-phenomenology-and-neuroscience-e6552419.html;395 Pages;https://cdn.pdfdrive.com/assets/thumbs/b9f/b9f4917f2fbef418e5790059bfac7842-s.jpg;English;['Music']
the 100 most influential musicians of all time;http://www.pdfdrive.com/the-100-most-influential-musicians-of-all-time-e33759301.html;362 Pages;https://cdn.pdfdrive.com/assets/thumbs/69d/69d7b69815c70f5ad897c72e964fc7bb-s.jpg;English;['Music']
Jeff Smith. Posing Techniques for Location Portrait Photography. 2008;http://www.pdfdrive.com/jeff-smith-posing-techniques-for-location-portrait-photography-2008-e13122478.html;129 Pages;https://cdn.pdfdrive.com/assets/thumbs/d57/d575b3e57a7304696bffca9972dde535-s.jpg;English;['Photography']
Night and Low-light Photography Photo Workshop;http://www.pdfdrive.com/night-and-low-light-photography-photo-workshop-e34328813.html;306 Pages;https://cdn.pdfdrive.com/assets/thumbs/1cf/1cfadb1d000b1c88d82621c5d2826566-s.jpg;English;['Photography']
Introduction to Watercolor;http://www.pdfdrive.com/introduction-to-watercolor-e33408161.html;38 Pages;https://cdn.pdfdrive.com/assets/thumbs/d6f/d6ffabe26bef0cb40e3245d57563e614-s.jpg;English;"[""Editor's Picks"", 'Painting & Drawing']"
Rock Guitar Secrets;http://www.pdfdrive.com/rock-guitar-secrets-e19406680.html;180 Pages;https://cdn.pdfdrive.com/assets/thumbs/bbb/bbb5d0ec3b366e8a208c06e7149db299-s.jpg;English;['Music']
Interior Lighting for Designers;http://www.pdfdrive.com/interior-lighting-for-designers-e19571291.html;306 Pages;https://cdn.pdfdrive.com/assets/thumbs/7bb/7bba5e623806a416735ce93ba3e8db0d-s.jpg;English;['Architecture']
Landscape Architecture And Art;http://www.pdfdrive.com/landscape-architecture-and-art-e1270650.html;92 Pages;https://cdn.pdfdrive.com/assets/thumbs/625/625cf05f35cd5f126a135455e6d00904-s.jpg;English;['Most Popular', 'Architecture']
Music Composition DUMmIES;http://www.pdfdrive.com/music-composition-dummies-e19496316.html;362 Pages;https://cdn.pdfdrive.com/assets/thumbs/c42/c42a9ea30636558e04879fa5a49d3746-s.jpg;English;['Art']
Black & White Photography;http://www.pdfdrive.com/black-white-photography-e30182844.html;102 Pages;https://cdn.pdfdrive.com/assets/thumbs/082/082068d66e73ac3f49980aca402b9f1a-s.jpg;English;"[""Editor's Picks"", 'Photography']"
A History of European Art;http://www.pdfdrive.com/a-history-of-european-art-e23104006.html;376 Pages;https://cdn.pdfdrive.com/assets/thumbs/d7f/d7fbf6784ce8248c75f5c33f89966c1f-s.jpg;English;['Art', 'History']
Fundamental Concepts of Architecture;http://www.pdfdrive.com/fundamental-concepts-of-architecture-e26965488.html;380 Pages;https://cdn.pdfdrive.com/assets/thumbs/4a6/4a65c7de6cc5a6e11d29ef90a3f9f7d9-s.jpg;English;['Architecture']
Luxury Fashion Branding;http://www.pdfdrive.com/luxury-fashion-branding-e34606598.html;353 Pages;https://cdn.pdfdrive.com/assets/thumbs/16c/16c95c884773f263eaa81e2f61c9ea11-s.jpg;English;['Fashion & Beauty']
Basic Woodworking;http://www.pdfdrive.com/basic-woodworking-e3066688.html;76 Pages;https://cdn.pdfdrive.com/assets/thumbs/f5d/f5d1c1b4bc269d81c68254a52544158c-s.jpg;English;"[""Editor's Picks"", 'Craft & Hobbies']"
Pencil Sketching 2nd Edition;http://www.pdfdrive.com/pencil-sketching-2nd-edition-e4264513.html;129 Pages;https://cdn.pdfdrive.com/assets/thumbs/7c7/7c783c9693a86be630b0a8d42efb395e-s.jpg;English;['Painting & Drawing']
Fine Paintings and Sculpture;http://www.pdfdrive.com/fine-paintings-and-sculpture-e23526303.html;268 Pages;https://cdn.pdfdrive.com/assets/thumbs/2d5/2d5c2c1e523ea2b49254efd017300cf8-s.jpg;English;['Painting & Drawing']
Drawing Manga Girls;http://www.pdfdrive.com/drawing-manga-girls-e18775747.html;82 Pages;https://cdn.pdfdrive.com/assets/thumbs/5bc/5bcb730fad2bb056cface46c76055421-s.jpg;English;['Painting & Drawing']
Kundalini and the Art of Being: The Awakening;http://www.pdfdrive.com/kundalini-and-the-art-of-being-the-awakening-e8884650.html;183 Pages;https://cdn.pdfdrive.com/assets/thumbs/10e/10e63dd6f48b80a33d1fd95a47eeae22-s.jpg;English;['Art', 'Spiritualty']
Cheap and Easy Crafts;http://www.pdfdrive.com/cheap-and-easy-crafts-e16500325.html;126 Pages;https://cdn.pdfdrive.com/assets/thumbs/2e7/2e7b1a1892d658709c7e8c2241d713ba-s.jpg;English;['Craft & Hobbies']
Workshop Fine Woodworking;http://www.pdfdrive.com/workshop-fine-woodworking-e17370395.html;242 Pages;https://cdn.pdfdrive.com/assets/thumbs/6b6/6b658a11cd3128ea70eba1607759fe06-s.jpg;English;['Craft & Hobbies']
Ceramic and Glass Materials;http://www.pdfdrive.com/ceramic-and-glass-materials-e11795952.html;209 Pages;https://cdn.pdfdrive.com/assets/thumbs/11a/11a58fa7936976be4ced802442620867-s.jpg;English;['Craft & Hobbies']
Sustainable Urban Planning;http://www.pdfdrive.com/sustainable-urban-planning-e9773115.html;355 Pages;https://cdn.pdfdrive.com/assets/thumbs/201/201f6311a7224e1ea3a3402ed2b359dd-s.jpg;English;['Architecture', 'Environment']
Food Photography: From Snapshots to Great Shots - Pearsoncmg;http://www.pdfdrive.com/food-photography-from-snapshots-to-great-shots-pearsoncmg-e12610639.html;53 Pages;https://cdn.pdfdrive.com/assets/thumbs/f28/f28f555c8707243274ce8b2ff41c7c74-s.jpg;English;['Photography']
Oil Painting How Techniques and Materials;http://www.pdfdrive.com/oil-painting-how-techniques-and-materials-e22660103.html;17 Pages;https://cdn.pdfdrive.com/assets/thumbs/263/2637da46a201b28a8d3313fba01be874-s.jpg;English;['Painting & Drawing']
The Cambridge History of Nineteenth-Century Music;http://www.pdfdrive.com/the-cambridge-history-of-nineteenth-century-music-e34435347.html;784 Pages;https://cdn.pdfdrive.com/assets/thumbs/1da/1dab76b6a5a095a2660eac3803817666-s.jpg;English;"[""Editor's Picks"", 'Music']"
Digital Video For Dummies 3rd Edition;http://www.pdfdrive.com/digital-video-for-dummies-3rd-edition-e8845119.html;409 Pages;https://cdn.pdfdrive.com/assets/thumbs/d95/d95cd57b2c77b94c18fd1d0ae664e306-s.jpg;English;['Art', 'Technology']
Understanding Basic Music Theory;http://www.pdfdrive.com/understanding-basic-music-theory-e16502765.html;277 Pages;https://cdn.pdfdrive.com/assets/thumbs/f8a/f8ae63fba9d150ec8ebb84b48846ac8b-s.jpg;English;"[""Editor's Picks"", 'Most Popular', 'Music']"
Teach Yourself Visually Knitting;http://www.pdfdrive.com/teach-yourself-visually-knitting-e21240036.html;303 Pages;https://cdn.pdfdrive.com/assets/thumbs/75d/75df0f64e7d14125f97ff70bbc9d06d0-s.jpg;English;['Craft & Hobbies']
Watercolor Crayons;http://www.pdfdrive.com/watercolor-crayons-e23024663.html;52 Pages;https://cdn.pdfdrive.com/assets/thumbs/c81/c81d165f38c1d8a8c79b5e31bff21a20-s.jpg;English;['Painting & Drawing', 'Children & Youth']
Urban Regions : Ecology and Planning Beyond the City;http://www.pdfdrive.com/urban-regions-ecology-and-planning-beyond-the-city-e33000520.html;478 Pages;https://cdn.pdfdrive.com/assets/thumbs/74a/74a0a60bd6d7f3669703b625eb747693-s.jpg;English;['Architecture', 'Environment']
hottest trends and fashion;http://www.pdfdrive.com/hottest-trends-and-fashion-e39355071.html;138 Pages;https://cdn.pdfdrive.com/assets/thumbs/9f1/9f15781ed379921625ac3834f977939b-s.jpg;English;['Fashion & Beauty']
Fingerstyle Jazz Guitar;http://www.pdfdrive.com/fingerstyle-jazz-guitar-e18720594.html;21 Pages;https://cdn.pdfdrive.com/assets/thumbs/2d3/2d3264b521e841c2b429b7386df60ed0-s.jpg;English;['Music']
Food Styling for Photographers;http://www.pdfdrive.com/food-styling-for-photographers-e18758944.html;272 Pages;https://cdn.pdfdrive.com/assets/thumbs/b7c/b7c7cda5d2531616b3df4c4e5bdb4db0-s.jpg;English;['Food & Nutrition', 'Photography']
European Drawings - 1, Catalogue of the Collections;http://www.pdfdrive.com/european-drawings-1-catalogue-of-the-collections-e12580699.html;370 Pages;https://cdn.pdfdrive.com/assets/thumbs/eb8/eb8dec0d67d4e551310e190350be731e-s.jpg;English;['Painting & Drawing']
The Drawings of Michelangelo and His Followers in the Ashmolean Museum;http://www.pdfdrive.com/the-drawings-of-michelangelo-and-his-followers-in-the-ashmolean-museum-e20479481.html;509 Pages;https://cdn.pdfdrive.com/assets/thumbs/457/4579fb64d8d6cc75c0113a63e6f3c284-s.jpg;English;['Painting & Drawing']
European Drawings 2: Catalogue of the Collections;http://www.pdfdrive.com/european-drawings-2-catalogue-of-the-collections-e17225517.html;374 Pages;https://cdn.pdfdrive.com/assets/thumbs/14e/14ea083129f2e1826ac90063546d3c5f-s.jpg;English;['Painting & Drawing']
Design & Architecture - Tajan;http://www.pdfdrive.com/design-architecture-tajan-e8729590.html;180 Pages;https://cdn.pdfdrive.com/assets/thumbs/7d7/7d7d5ca910c52f94bec32a7c1d171bce-s.jpg;English;['Architecture']
Six Pencil Techniques;http://www.pdfdrive.com/six-pencil-techniques-e18821108.html;52 Pages;https://cdn.pdfdrive.com/assets/thumbs/ef5/ef5e4417f631a69eb057f6e8bfd831c9-s.jpg;English;"[""Editor's Picks"", 'Painting & Drawing']"
The Art of Approaching;http://www.pdfdrive.com/the-art-of-approaching-e227547.html;341 Pages;https://cdn.pdfdrive.com/assets/thumbs/4ec/4ec8f44cfe5703966f6f7315544bd273-s.jpg;English;['Art']
Watercolour;http://www.pdfdrive.com/watercolour-e33431347.html;38 Pages;https://cdn.pdfdrive.com/assets/thumbs/f6a/f6a04e1fa5ed4363270be0c78163288b-s.jpg;English;['Painting & Drawing']
Eduction/Drawing on the Funny Side of the Brain - Christopher Hart;http://www.pdfdrive.com/eductiondrawing-on-the-funny-side-of-the-brain-christopher-hart-e9002698.html;162 Pages;https://cdn.pdfdrive.com/assets/thumbs/1cb/1cb850395900530ba706c405695da73f-s.jpg;English;['Painting & Drawing']
Fine Art Documentary Wedding Photography;http://www.pdfdrive.com/fine-art-documentary-wedding-photography-e28994098.html;75 Pages;https://cdn.pdfdrive.com/assets/thumbs/bba/bba0e94b9f42115a89ac967cdba101c8-s.jpg;English;['Photography']
The Painter in oil;http://www.pdfdrive.com/the-painter-in-oil-e4469599.html;159 Pages;https://cdn.pdfdrive.com/assets/thumbs/fd9/fd9750d392cf62694edadfd897d10eef-s.jpg;English;['Painting & Drawing']
Made Woodworking Joinery;http://www.pdfdrive.com/made-woodworking-joinery-e20327416.html;175 Pages;https://cdn.pdfdrive.com/assets/thumbs/1c4/1c4bf439ad14776b860b69959f8f50f7-s.jpg;English;['Craft & Hobbies']
The Complete Book of Drawing Techniques;http://www.pdfdrive.com/the-complete-book-of-drawing-techniques-e18767452.html;213 Pages;https://cdn.pdfdrive.com/assets/thumbs/ef9/ef90985e13e320721ffd48015eb2d179-s.jpg;English;['Art']
Drawing Manga Boys;http://www.pdfdrive.com/drawing-manga-boys-e25905407.html;82 Pages;https://cdn.pdfdrive.com/assets/thumbs/59d/59d300f24cdcbb25a61e0fc6f4f51195-s.jpg;English;['Painting & Drawing']
Chris Nelson. Master Guide for Glamour Photography;http://www.pdfdrive.com/chris-nelson-master-guide-for-glamour-photography-e13240533.html;129 Pages;https://cdn.pdfdrive.com/assets/thumbs/f00/f00e5da721527407d8801726cd948667-s.jpg;English;['Art']
What is Architectural History;http://www.pdfdrive.com/what-is-architectural-history-e27351844.html;181 Pages;https://cdn.pdfdrive.com/assets/thumbs/96d/96dfafde24f6a1168ddf50ee71b3c0e2-s.jpg;English;['Architecture', 'History']
A text-book of the history of painting;http://www.pdfdrive.com/a-text-book-of-the-history-of-painting-e26486823.html;322 Pages;https://cdn.pdfdrive.com/assets/thumbs/140/1407184f6ea0568926e29ee304010a08-s.jpg;English;['Most Popular', 'Painting & Drawing', 'History']
The Art of Soap-making;http://www.pdfdrive.com/the-art-of-soap-making-e23253443.html;324 Pages;https://cdn.pdfdrive.com/assets/thumbs/330/33056737934ee90ff35ff960a79691ad-s.jpg;English;['Craft & Hobbies']
Writing Interactive Music for Video Games;http://www.pdfdrive.com/writing-interactive-music-for-video-games-e24499456.html;641 Pages;https://cdn.pdfdrive.com/assets/thumbs/618/61826175d02fa228df6631c2df1629b1-s.jpg;English;['Music']
The Theory and Technique of Electronic Music;http://www.pdfdrive.com/the-theory-and-technique-of-electronic-music-e24439110.html;337 Pages;https://cdn.pdfdrive.com/assets/thumbs/e09/e095bef58045602952bf223e0e32de08-s.jpg;English;['Music']
Paintings, Prints, Drawings and Sculpture;http://www.pdfdrive.com/paintings-prints-drawings-and-sculpture-e21415789.html;50 Pages;https://cdn.pdfdrive.com/assets/thumbs/28b/28b731d40b13565da8d92b547bd6c99c-s.jpg;English;['Painting & Drawing']
Architectural and Engineering Design Standards;http://www.pdfdrive.com/architectural-and-engineering-design-standards-e32175317.html;249 Pages;https://cdn.pdfdrive.com/assets/thumbs/bec/becb64611852f7af021c5bb26eed75cb-s.jpg;English;['Engineering', 'Architecture']
Visual and Performing Arts Framework;http://www.pdfdrive.com/visual-and-performing-arts-framework-e19765876.html;296 Pages;https://cdn.pdfdrive.com/assets/thumbs/f84/f84b8d227027029e121a723472fa2ab1-s.jpg;English;['Graphic Design']
Fine Art, Furniture, Decorative Arts and Jewelry Auction;http://www.pdfdrive.com/fine-art-furniture-decorative-arts-and-jewelry-auction-e434860.html;148 Pages;https://cdn.pdfdrive.com/assets/thumbs/216/21623ac374007df7140bd85bc24bdc58-s.jpg;English;"[""Editor's Picks"", 'Craft & Hobbies']"
Starting Your Career As A Musician;http://www.pdfdrive.com/starting-your-career-as-a-musician-e32965227.html;282 Pages;https://cdn.pdfdrive.com/assets/thumbs/3b3/3b3053f10bacb5f4c8900854d4c6ebef-s.jpg;English;['Music']
Smart Buildings Systems for Architects, Owners and Builders;http://www.pdfdrive.com/smart-buildings-systems-for-architects-owners-and-builders-e5376584.html;246 Pages;https://cdn.pdfdrive.com/assets/thumbs/0c1/0c101363592e75b92c6709a1e95db9f8-s.jpg;English;['Architecture']
Beautiful Architecture;http://www.pdfdrive.com/beautiful-architecture-e32218734.html;428 Pages;https://cdn.pdfdrive.com/assets/thumbs/572/5727751c87c88ee2f9981ada67e2d369-s.jpg;English;['Architecture']
Rolando Gomez's Glamour Photography;http://www.pdfdrive.com/rolando-gomezs-glamour-photography-e39594450.html;129 Pages;https://cdn.pdfdrive.com/assets/thumbs/11b/11b73e57b40abbe982a240891f573284-s.jpg;English;['Photography']
Sustainable Fashion: A Handbook for Educators;http://www.pdfdrive.com/sustainable-fashion-a-handbook-for-educators-e34434469.html;256 Pages;https://cdn.pdfdrive.com/assets/thumbs/6a2/6a27c1abd09fcc3ed9da6c1b66513b04-s.jpg;English;['Fashion & Beauty']
Planning Capital Cities;http://www.pdfdrive.com/planning-capital-cities-e38651751.html;290 Pages;https://cdn.pdfdrive.com/assets/thumbs/6c9/6c90bbb85b1291939ba6984606b5785e-s.jpg;English;['Architecture']
How to Use MATLAB for Graphics;http://www.pdfdrive.com/how-to-use-matlab-for-graphics-e16540603.html;550 Pages;https://cdn.pdfdrive.com/assets/thumbs/2e0/2e09400d49ab003d0c5094e98fa4fecf-s.jpg;English;['Art']
Fashion Institute of Technology;http://www.pdfdrive.com/fashion-institute-of-technology-e20022863.html;451 Pages;https://cdn.pdfdrive.com/assets/thumbs/0b6/0b6862ac7ee90c1b07acd3d6571872d1-s.jpg;English;['Fashion & Beauty']
Street Photography for the Purist;http://www.pdfdrive.com/street-photography-for-the-purist-e24717737.html;160 Pages;https://cdn.pdfdrive.com/assets/thumbs/4cd/4cdd0a8cc7677b82264bcb13c37a786c-s.jpg;English;"[""Editor's Picks"", 'Photography']"
